Model;Query;Result;Verification Time;Memory Usage;Discovered States;Explored States;Stored States;Query Property;Extra Tokens;Verification Method;Symmetry;Search Order;Approximation Method;Approximation Constant
Ion.tapn;LoopFree;Satisfied;0.029 s;N/A;12;3;11;AG P89_visited.P89_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Ion.tapn;All3;Satisfied;0.034 s;N/A;12;3;11;AG ((!(deadlock) or Routings.P122 >= 1) and (P121_visited.P121_visited >= 1 or Routings.P122 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
IowaStatewideFiberMap.tapn;Reach_P32;Satisfied;0.026 s;N/A;6;3;5;AG (!(deadlock) or Routings.P32 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
IowaStatewideFiberMap.tapn;Waypoint_P16_visited;Satisfied;0.028 s;N/A;6;3;5;AG (P16_visited.P16_visited >= 1 or Routings.P32 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
IowaStatewideFiberMap.tapn;LoopFree;Satisfied;0.026 s;N/A;6;3;5;AG P15_visited.P15_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
IowaStatewideFiberMap.tapn;All3;Satisfied;0.026 s;N/A;6;3;5;AG ((!(deadlock) or Routings.P32 >= 1) and (P16_visited.P16_visited >= 1 or Routings.P32 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Iris.tapn;Reach_P49;Satisfied;0.032 s;N/A;12;3;11;AG (!(deadlock) or Routings.P49 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Iris.tapn;Waypoint_P48_visited;Satisfied;0.032 s;N/A;12;3;11;AG (P48_visited.P48_visited >= 1 or Routings.P49 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Iris.tapn;LoopFree;Satisfied;0.026 s;N/A;12;3;11;AG P10_visited.P10_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Iris.tapn;All3;Satisfied;0.03 s;N/A;12;3;11;AG ((!(deadlock) or Routings.P49 >= 1) and (P48_visited.P48_visited >= 1 or Routings.P49 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Janetbackbone.tapn;Reach_P23;Satisfied;0.026 s;N/A;6;3;5;AG (!(deadlock) or Routings.P23 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Janetbackbone.tapn;Waypoint_P13_visited;Satisfied;0.025 s;N/A;6;3;5;AG (P13_visited.P13_visited >= 1 or Routings.P23 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Janetbackbone.tapn;LoopFree;Satisfied;0.023 s;N/A;6;3;5;AG P2_visited.P2_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Janetbackbone.tapn;All3;Satisfied;0.025 s;N/A;6;3;5;AG ((!(deadlock) or Routings.P23 >= 1) and (P13_visited.P13_visited >= 1 or Routings.P23 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Janetlense.tapn;Reach_P19;Satisfied;0.026 s;N/A;6;3;5;AG (!(deadlock) or Routings.P19 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Janetlense.tapn;Waypoint_P14_visited;Satisfied;0.025 s;N/A;6;3;5;AG (P14_visited.P14_visited >= 1 or Routings.P19 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Janetlense.tapn;LoopFree;Satisfied;0.022 s;N/A;6;3;5;AG P5_visited.P5_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Janetlense.tapn;All3;Satisfied;0.025 s;N/A;6;3;5;AG ((!(deadlock) or Routings.P19 >= 1) and (P14_visited.P14_visited >= 1 or Routings.P19 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Karen.tapn;Reach_P24;Satisfied;0.026 s;N/A;7;3;6;AG (!(deadlock) or Routings.P24 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Karen.tapn;Waypoint_P23_visited;Satisfied;0.025 s;N/A;7;3;6;AG (P23_visited.P23_visited >= 1 or Routings.P24 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Karen.tapn;LoopFree;Satisfied;0.024 s;N/A;7;3;6;AG P0_visited.P0_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Karen.tapn;All3;Satisfied;0.026 s;N/A;7;3;6;AG ((!(deadlock) or Routings.P24 >= 1) and (P23_visited.P23_visited >= 1 or Routings.P24 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Kdl.tapn;Reach_P608;Satisfied;0.03 s;N/A;9;3;8;AG (!(deadlock) or Routings.P608 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Kdl.tapn;Waypoint_P416_visited;Satisfied;0.029 s;N/A;9;3;8;AG (P416_visited.P416_visited >= 1 or Routings.P608 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Kdl.tapn;LoopFree;Satisfied;0.03 s;N/A;9;3;8;AG P23_visited.P23_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Kdl.tapn;All3;Satisfied;0.029 s;N/A;9;3;8;AG ((!(deadlock) or Routings.P608 >= 1) and (P416_visited.P416_visited >= 1 or Routings.P608 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
KentmanApr2007.tapn;Reach_P20;Satisfied;0.026 s;N/A;7;3;6;AG (!(deadlock) or Routings.P20 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
KentmanApr2007.tapn;Waypoint_P11_visited;Satisfied;0.025 s;N/A;7;3;6;AG (P11_visited.P11_visited >= 1 or Routings.P20 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
KentmanApr2007.tapn;LoopFree;Satisfied;0.022 s;N/A;7;3;6;AG P0_visited.P0_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
KentmanApr2007.tapn;All3;Satisfied;0.022 s;N/A;7;3;6;AG ((!(deadlock) or Routings.P20 >= 1) and (P11_visited.P11_visited >= 1 or Routings.P20 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
KentmanAug2005.tapn;Reach_P27;Satisfied;0.029 s;N/A;6;3;5;AG (!(deadlock) or Routings.P27 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
KentmanAug2005.tapn;Waypoint_P11_visited;Satisfied;0.025 s;N/A;6;3;5;AG (P11_visited.P11_visited >= 1 or Routings.P27 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
KentmanAug2005.tapn;LoopFree;Satisfied;0.022 s;N/A;6;3;5;AG P10_visited.P10_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
KentmanAug2005.tapn;All3;Satisfied;0.025 s;N/A;6;3;5;AG ((!(deadlock) or Routings.P27 >= 1) and (P11_visited.P11_visited >= 1 or Routings.P27 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
KentmanFeb2008.tapn;Reach_P23;Satisfied;0.026 s;N/A;7;3;6;AG (!(deadlock) or Routings.P23 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
KentmanFeb2008.tapn;Waypoint_P12_visited;Satisfied;0.022 s;N/A;7;3;6;AG (P12_visited.P12_visited >= 1 or Routings.P23 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
KentmanFeb2008.tapn;LoopFree;Satisfied;0.022 s;N/A;7;3;6;AG P0_visited.P0_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
KentmanFeb2008.tapn;All3;Satisfied;0.025 s;N/A;7;3;6;AG ((!(deadlock) or Routings.P23 >= 1) and (P12_visited.P12_visited >= 1 or Routings.P23 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
KentmanJan2011.tapn;Reach_P36;Satisfied;0.021 s;N/A;6;3;5;AG (!(deadlock) or Routings.P36 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
KentmanJan2011.tapn;Waypoint_P33_visited;Satisfied;0.021 s;N/A;6;3;5;AG (P33_visited.P33_visited >= 1 or Routings.P36 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
KentmanJan2011.tapn;LoopFree;Satisfied;0.022 s;N/A;6;3;5;AG P1_visited.P1_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
KentmanJan2011.tapn;All3;Satisfied;0.025 s;N/A;6;3;5;AG ((!(deadlock) or Routings.P36 >= 1) and (P33_visited.P33_visited >= 1 or Routings.P36 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Latnet.tapn;Reach_P56;Satisfied;0.025 s;N/A;7;3;6;AG (!(deadlock) or Routings.P56 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Latnet.tapn;Waypoint_P10_visited;Satisfied;0.025 s;N/A;7;3;6;AG (P10_visited.P10_visited >= 1 or Routings.P56 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Latnet.tapn;LoopFree;Satisfied;0.022 s;N/A;7;3;6;AG P5_visited.P5_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Latnet.tapn;All3;Satisfied;0.025 s;N/A;7;3;6;AG ((!(deadlock) or Routings.P56 >= 1) and (P10_visited.P10_visited >= 1 or Routings.P56 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Layer42.tapn;Reach_P5;Satisfied;0.026 s;N/A;6;3;5;AG (!(deadlock) or Routings.P5 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Layer42.tapn;Waypoint_P1_visited;Satisfied;0.022 s;N/A;6;3;5;AG (P1_visited.P1_visited >= 1 or Routings.P5 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Layer42.tapn;LoopFree;Satisfied;0.023 s;N/A;6;3;5;AG P0_visited.P0_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Layer42.tapn;All3;Satisfied;0.023 s;N/A;6;3;5;AG ((!(deadlock) or Routings.P5 >= 1) and (P1_visited.P1_visited >= 1 or Routings.P5 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Marnet.tapn;Reach_P17;Satisfied;0.025 s;N/A;7;3;6;AG (!(deadlock) or Routings.P17 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Marnet.tapn;Waypoint_P2_visited;Satisfied;0.026 s;N/A;7;3;6;AG (P2_visited.P2_visited >= 1 or Routings.P17 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Marnet.tapn;LoopFree;Satisfied;0.023 s;N/A;7;3;6;AG P0_visited.P0_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Marnet.tapn;All3;Satisfied;0.025 s;N/A;7;3;6;AG ((!(deadlock) or Routings.P17 >= 1) and (P2_visited.P2_visited >= 1 or Routings.P17 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Missouri.tapn;Reach_P44;Satisfied;0.027 s;N/A;7;3;6;AG (!(deadlock) or Routings.P44 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Missouri.tapn;Waypoint_P12_visited;Satisfied;0.026 s;N/A;7;3;6;AG (P12_visited.P12_visited >= 1 or Routings.P44 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Missouri.tapn;LoopFree;Satisfied;0.026 s;N/A;7;3;6;AG P9_visited.P9_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Missouri.tapn;All3;Satisfied;0.025 s;N/A;7;3;6;AG ((!(deadlock) or Routings.P44 >= 1) and (P12_visited.P12_visited >= 1 or Routings.P44 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Myren.tapn;Reach_P34;Satisfied;0.027 s;N/A;7;3;6;AG (!(deadlock) or Routings.P34 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Myren.tapn;Waypoint_P29_visited;Satisfied;0.025 s;N/A;7;3;6;AG (P29_visited.P29_visited >= 1 or Routings.P34 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Myren.tapn;LoopFree;Satisfied;0.022 s;N/A;7;3;6;AG P8_visited.P8_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Myren.tapn;All3;Satisfied;0.025 s;N/A;7;3;6;AG ((!(deadlock) or Routings.P34 >= 1) and (P29_visited.P29_visited >= 1 or Routings.P34 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Napnet.tapn;Reach_P5;Satisfied;0.026 s;N/A;6;3;5;AG (!(deadlock) or Routings.P5 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Napnet.tapn;Waypoint_P3_visited;Satisfied;0.021 s;N/A;6;3;5;AG (P3_visited.P3_visited >= 1 or Routings.P5 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Napnet.tapn;LoopFree;Satisfied;0.022 s;N/A;6;3;5;AG P0_visited.P0_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Napnet.tapn;All3;Satisfied;0.025 s;N/A;6;3;5;AG ((!(deadlock) or Routings.P5 >= 1) and (P3_visited.P3_visited >= 1 or Routings.P5 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Navigata.tapn;Reach_P12;Satisfied;0.028 s;N/A;7;3;6;AG (!(deadlock) or Routings.P12 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Navigata.tapn;Waypoint_P8_visited;Satisfied;0.028 s;N/A;7;3;6;AG (P8_visited.P8_visited >= 1 or Routings.P12 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Navigata.tapn;LoopFree;Satisfied;0.023 s;N/A;7;3;6;AG P3_visited.P3_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Navigata.tapn;All3;Satisfied;0.028 s;N/A;7;3;6;AG ((!(deadlock) or Routings.P12 >= 1) and (P8_visited.P8_visited >= 1 or Routings.P12 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Netrail.tapn;Reach_P6;Satisfied;0.027 s;N/A;6;3;5;AG (!(deadlock) or Routings.P6 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Netrail.tapn;Waypoint_P2_visited;Satisfied;0.021 s;N/A;6;3;5;AG (P2_visited.P2_visited >= 1 or Routings.P6 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Netrail.tapn;LoopFree;Satisfied;0.023 s;N/A;6;3;5;AG P1_visited.P1_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Netrail.tapn;All3;Satisfied;0.022 s;N/A;6;3;5;AG ((!(deadlock) or Routings.P6 >= 1) and (P2_visited.P2_visited >= 1 or Routings.P6 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
NetworkUsa.tapn;Reach_P34;Satisfied;0.026 s;N/A;8;3;7;AG (!(deadlock) or Routings.P34 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
NetworkUsa.tapn;Waypoint_P11_visited;Satisfied;0.03 s;N/A;8;3;7;AG (P11_visited.P11_visited >= 1 or Routings.P34 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
NetworkUsa.tapn;LoopFree;Satisfied;0.028 s;N/A;8;3;7;AG P10_visited.P10_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
NetworkUsa.tapn;All3;Satisfied;0.032 s;N/A;8;3;7;AG ((!(deadlock) or Routings.P34 >= 1) and (P11_visited.P11_visited >= 1 or Routings.P34 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Niif.tapn;Reach_P35;Satisfied;0.027 s;N/A;9;3;8;AG (!(deadlock) or Routings.P35 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Niif.tapn;Waypoint_P32_visited;Satisfied;0.026 s;N/A;9;3;8;AG (P32_visited.P32_visited >= 1 or Routings.P35 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Niif.tapn;LoopFree;Satisfied;0.027 s;N/A;9;3;8;AG P2_visited.P2_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Niif.tapn;All3;Satisfied;0.027 s;N/A;9;3;8;AG ((!(deadlock) or Routings.P35 >= 1) and (P32_visited.P32_visited >= 1 or Routings.P35 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Noel.tapn;Reach_P18;Satisfied;0.026 s;N/A;6;3;5;AG (!(deadlock) or Routings.P18 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Noel.tapn;Waypoint_P8_visited;Satisfied;0.025 s;N/A;6;3;5;AG (P8_visited.P8_visited >= 1 or Routings.P18 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Noel.tapn;LoopFree;Satisfied;0.023 s;N/A;6;3;5;AG P4_visited.P4_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Noel.tapn;All3;Satisfied;0.024 s;N/A;6;3;5;AG ((!(deadlock) or Routings.P18 >= 1) and (P8_visited.P8_visited >= 1 or Routings.P18 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Nordu2005.tapn;Reach_P8;Satisfied;0.026 s;N/A;6;3;5;AG (!(deadlock) or Routings.P8 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Nordu2005.tapn;Waypoint_P1_visited;Satisfied;0.021 s;N/A;6;3;5;AG (P1_visited.P1_visited >= 1 or Routings.P8 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Nordu2005.tapn;LoopFree;Satisfied;0.023 s;N/A;6;3;5;AG P0_visited.P0_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Nordu2005.tapn;All3;Satisfied;0.02 s;N/A;6;3;5;AG ((!(deadlock) or Routings.P8 >= 1) and (P1_visited.P1_visited >= 1 or Routings.P8 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Nordu2010.tapn;Reach_P17;Satisfied;0.022 s;N/A;6;3;5;AG (!(deadlock) or Routings.P17 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Nordu2010.tapn;Waypoint_P16_visited;Satisfied;0.026 s;N/A;6;3;5;AG (P16_visited.P16_visited >= 1 or Routings.P17 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Nordu2010.tapn;LoopFree;Satisfied;0.022 s;N/A;6;3;5;AG P11_visited.P11_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Nordu2010.tapn;All3;Satisfied;0.026 s;N/A;6;3;5;AG ((!(deadlock) or Routings.P17 >= 1) and (P16_visited.P16_visited >= 1 or Routings.P17 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Nsfcnet.tapn;Reach_P7;Satisfied;0.022 s;N/A;7;3;6;AG (!(deadlock) or Routings.P7 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Nsfcnet.tapn;Waypoint_P4_visited;Satisfied;0.026 s;N/A;7;3;6;AG (P4_visited.P4_visited >= 1 or Routings.P7 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Nsfcnet.tapn;LoopFree;Satisfied;0.024 s;N/A;7;3;6;AG P0_visited.P0_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Nsfcnet.tapn;All3;Satisfied;0.021 s;N/A;7;3;6;AG ((!(deadlock) or Routings.P7 >= 1) and (P4_visited.P4_visited >= 1 or Routings.P7 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Ntelos.tapn;Reach_P19;Satisfied;0.029 s;N/A;7;3;6;AG (!(deadlock) or Routings.P19 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Ntelos.tapn;Waypoint_P16_visited;Satisfied;0.025 s;N/A;7;3;6;AG (P16_visited.P16_visited >= 1 or Routings.P19 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Ntelos.tapn;LoopFree;Satisfied;0.021 s;N/A;7;3;6;AG P12_visited.P12_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Ntelos.tapn;All3;Satisfied;0.021 s;N/A;7;3;6;AG ((!(deadlock) or Routings.P19 >= 1) and (P16_visited.P16_visited >= 1 or Routings.P19 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Ntt.tapn;Reach_P46;Satisfied;0.029 s;N/A;7;3;6;AG (!(deadlock) or Routings.P46 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Ntt.tapn;Waypoint_P5_visited;Satisfied;0.033 s;N/A;7;3;6;AG (P5_visited.P5_visited >= 1 or Routings.P46 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Ntt.tapn;LoopFree;Satisfied;0.027 s;N/A;7;3;6;AG P4_visited.P4_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Ntt.tapn;All3;Satisfied;0.03 s;N/A;7;3;6;AG ((!(deadlock) or Routings.P46 >= 1) and (P5_visited.P5_visited >= 1 or Routings.P46 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Oteglobe.tapn;Reach_P92;Satisfied;0.031 s;N/A;7;3;6;AG (!(deadlock) or Routings.P92 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Oteglobe.tapn;Waypoint_P28_visited;Satisfied;0.026 s;N/A;7;3;6;AG (P28_visited.P28_visited >= 1 or Routings.P92 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Oteglobe.tapn;LoopFree;Satisfied;0.022 s;N/A;7;3;6;AG P18_visited.P18_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Oteglobe.tapn;All3;Satisfied;0.025 s;N/A;7;3;6;AG ((!(deadlock) or Routings.P92 >= 1) and (P28_visited.P28_visited >= 1 or Routings.P92 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Oxford.tapn;Reach_P19;Satisfied;0.026 s;N/A;6;3;5;AG (!(deadlock) or Routings.P19 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Oxford.tapn;Waypoint_P13_visited;Satisfied;0.023 s;N/A;6;3;5;AG (P13_visited.P13_visited >= 1 or Routings.P19 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Oxford.tapn;LoopFree;Satisfied;0.023 s;N/A;6;3;5;AG P12_visited.P12_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Oxford.tapn;All3;Satisfied;0.024 s;N/A;6;3;5;AG ((!(deadlock) or Routings.P19 >= 1) and (P13_visited.P13_visited >= 1 or Routings.P19 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Pacificwave.tapn;Reach_P17;Satisfied;0.022 s;N/A;6;3;5;AG (!(deadlock) or Routings.P17 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Pacificwave.tapn;Waypoint_P9_visited;Satisfied;0.022 s;N/A;6;3;5;AG (P9_visited.P9_visited >= 1 or Routings.P17 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Pacificwave.tapn;LoopFree;Satisfied;0.022 s;N/A;6;3;5;AG P2_visited.P2_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Pacificwave.tapn;All3;Satisfied;0.021 s;N/A;6;3;5;AG ((!(deadlock) or Routings.P17 >= 1) and (P9_visited.P9_visited >= 1 or Routings.P17 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Packetexchange.tapn;Reach_P7;Satisfied;0.027 s;N/A;6;3;5;AG (!(deadlock) or Routings.P7 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Packetexchange.tapn;Waypoint_P4_visited;Satisfied;0.022 s;N/A;6;3;5;AG (P4_visited.P4_visited >= 1 or Routings.P7 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Packetexchange.tapn;LoopFree;Satisfied;0.026 s;N/A;6;3;5;AG P1_visited.P1_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Packetexchange.tapn;All3;Satisfied;0.023 s;N/A;6;3;5;AG ((!(deadlock) or Routings.P7 >= 1) and (P4_visited.P4_visited >= 1 or Routings.P7 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Palmetto.tapn;Reach_P24;Satisfied;0.031 s;N/A;6;3;5;AG (!(deadlock) or Routings.P24 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Palmetto.tapn;Waypoint_P12_visited;Satisfied;0.029 s;N/A;6;3;5;AG (P12_visited.P12_visited >= 1 or Routings.P24 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
